brand,model,year,mileage,drivetrain,msrp,current_value
BMW,330i,2019,35906,FWD,48839,33631.0
BMW,X5 M,2010,42455,RWD,48910,12648.0
BMW,330i,2023,61811,AWD,48839,44874.0
BMW,330i,2018,16522,RWD,48839,30596.0
BMW,330i,2010,12851,FWD,48839,12351.0
BMW,330i,2007,28880,RWD,48839,4323.0
BMW,X5 M,2020,103324,RWD,48910,35661.0
BMW,X3 xDrive30i,2019,14255,RWD,48280,35480.0
BMW,X5 M,2006,15047,FWD,48910,2116.0
BMW,X3 xDrive30i,2021,63878,FWD,48280,35630.0
BMW,X3 xDrive30i,2011,12654,AWD,48280,15766.0
BMW,X3 xDrive30i,2009,58423,RWD,48280,8536.0
BMW,X5 M,2017,18203,AWD,48910,30025.0
BMW,X3 xDrive30i,2013,18616,AWD,48280,15738.0
BMW,X5 M,2007,62668,AWD,48910,4946.0
BMW,X5 M,2011,57371,FWD,48910,14222.0
BMW,X5 M,2009,47585,RWD,48910,8146.0
BMW,330i,2011,102245,RWD,48839,11751.0
BMW,X3 xDrive30i,2009,93973,FWD,48280,9337.0
BMW,330i,2010,103833,FWD,48839,11280.0
BMW,X5 M,2017,86243,AWD,48910,29054.0
BMW,X5 M,2005,22721,AWD,48910,1000.0
BMW,X5 M,2005,53492,AWD,48910,1000.0
BMW,330i,2010,86203,AWD,48839,12922.0
BMW,330i,2021,55360,AWD,48839,37950.0
BMW,X3 xDrive30i,2008,0,AWD,48280,7410.0
BMW,330i,2013,124752,FWD,48839,20191.0
BMW,330i,2018,0,AWD,48839,26804.0
BMW,X3 xDrive30i,2017,62343,FWD,48280,29523.0
BMW,330i,2007,82640,RWD,48839,5245.0
BMW,X5 M,2006,44759,FWD,48910,2198.0
BMW,X5 M,2009,71389,FWD,48910,7880.0
BMW,X3 xDrive30i,2018,77722,AWD,48280,31725.0
BMW,X5 M,2014,34285,AWD,48910,22518.0
BMW,330i,2007,60119,AWD,48839,5215.0
BMW,X3 xDrive30i,2018,109664,FWD,48280,33494.0
BMW,X5 M,2012,91810,AWD,48910,16660.0
BMW,330i,2020,0,FWD,48839,31478.0
BMW,330i,2018,50427,RWD,48839,31477.0
BMW,X5 M,2020,127965,RWD,48910,29925.0
BMW,330i,2021,41274,FWD,48839,34699.0
BMW,X3 xDrive30i,2019,44418,FWD,48280,33637.0
BMW,X3 xDrive30i,2022,59463,RWD,48280,43315.0
BMW,X3 xDrive30i,2010,23960,RWD,48280,12919.0
BMW,330i,2015,74116,FWD,48839,25668.0
BMW,X5 M,2014,94212,RWD,48910,21838.0
BMW,330i,2020,72209,AWD,48839,37037.0
BMW,X3 xDrive30i,2016,81207,RWD,48280,27402.0
BMW,330i,2009,40018,FWD,48839,9898.0
BMW,X3 xDrive30i,2019,27541,FWD,48280,27542.0
BMW,330i,2020,73050,AWD,48839,37737.0
BMW,X5 M,2021,81022,FWD,48910,32419.0
BMW,X5 M,2010,17513,FWD,48910,11886.0
BMW,330i,2012,75137,AWD,48839,15996.0
BMW,X5 M,2017,101722,AWD,48910,32063.0
BMW,X3 xDrive30i,2009,74963,RWD,48280,7741.0
BMW,330i,2014,80802,AWD,48839,21458.0
BMW,330i,2009,73192,RWD,48839,8030.0
BMW,X5 M,2007,85480,RWD,48910,5137.0
BMW,X5 M,2006,90719,FWD,48910,2323.0
BMW,X3 xDrive30i,2011,57068,FWD,48280,13203.0
BMW,330i,2010,84125,AWD,48839,13084.0
BMW,X5 M,2018,19156,AWD,48910,30592.0
BMW,X3 xDrive30i,2011,76806,AWD,48280,14630.0
BMW,330i,2014,19974,RWD,48839,19179.0
BMW,330i,2006,60616,RWD,48839,2624.0
BMW,330i,2010,0,FWD,48839,12023.0
BMW,X3 xDrive30i,2022,45267,RWD,48280,33190.0
BMW,330i,2012,67257,FWD,48839,17515.0
BMW,X3 xDrive30i,2006,36067,RWD,48280,2171.0
BMW,330i,2017,77445,RWD,48839,29281.0
BMW,X5 M,2019,63858,AWD,48910,28182.0
BMW,X3 xDrive30i,2019,58763,RWD,48280,31268.0
BMW,X5 M,2008,16777,FWD,48910,5915.0
BMW,X3 xDrive30i,2022,78116,AWD,48280,41984.0
BMW,X3 xDrive30i,2019,69245,AWD,48280,37134.0
BMW,X5 M,2018,32463,RWD,48910,33790.0
BMW,330i,2015,61098,RWD,48839,23782.0
BMW,330i,2022,23234,AWD,48839,41766.0
BMW,X3 xDrive30i,2016,53724,AWD,48280,28378.0
BMW,X5 M,2023,63033,RWD,48910,42677.0
BMW,330i,2015,105325,FWD,48839,25420.0
BMW,X3 xDrive30i,2005,79906,FWD,48280,1000.0
BMW,X3 xDrive30i,2014,39211,FWD,48280,19312.0
BMW,X3 xDrive30i,2018,101462,RWD,48280,33691.0
BMW,X5 M,2007,3065,FWD,48910,5370.0
BMW,X5 M,2010,41407,AWD,48910,13183.0
BMW,X5 M,2019,18704,RWD,48910,35495.0
BMW,330i,2023,30052,FWD,48839,36144.0
BMW,X3 xDrive30i,2009,61179,RWD,48280,8080.0
BMW,X3 xDrive30i,2015,105645,RWD,48280,24219.0
BMW,X5 M,2009,74359,RWD,48910,8784.0
BMW,X3 xDrive30i,2009,52820,RWD,48280,10225.0
BMW,X3 xDrive30i,2022,93335,RWD,48280,41964.0
BMW,X5 M,2013,99095,RWD,48910,15915.0
BMW,330i,2017,107578,FWD,48839,31835.0
BMW,330i,2018,23071,FWD,48839,33202.0
BMW,330i,2014,116724,AWD,48839,21661.0
BMW,X3 xDrive30i,2021,84878,RWD,48280,33618.0
BMW,330i,2006,45259,AWD,48839,2028.0
BMW,330i,2015,84525,FWD,48839,25703.0
BMW,X5 M,2015,73614,FWD,48910,26067.0
BMW,330i,2005,53885,RWD,48839,1000.0
BMW,X5 M,2019,65145,FWD,48910,36811.0
BMW,X5 M,2020,44728,AWD,48910,39936.0
BMW,X5 M,2009,38926,AWD,48910,9456.0
BMW,X5 M,2015,40940,AWD,48910,26829.0
BMW,X5 M,2021,5847,FWD,48910,42755.0
BMW,330i,2010,55874,FWD,48839,11038.0
BMW,X5 M,2021,76125,RWD,48910,34724.0
BMW,330i,2009,35163,AWD,48839,8405.0
BMW,X5 M,2013,42065,RWD,48910,20867.0
BMW,X3 xDrive30i,2006,71694,AWD,48280,2618.0
BMW,X3 xDrive30i,2023,64406,AWD,48280,46657.0
BMW,330i,2016,66083,AWD,48839,26010.0
BMW,330i,2016,29327,AWD,48839,25519.0
BMW,X3 xDrive30i,2018,27285,RWD,48280,31429.0
BMW,X3 xDrive30i,2020,97714,FWD,48280,35523.0
BMW,330i,2020,43713,FWD,48839,35293.0
BMW,X3 xDrive30i,2023,38706,RWD,48280,43478.0
BMW,330i,2017,95508,AWD,48839,23518.0
BMW,330i,2015,56241,RWD,48839,22966.0
BMW,X3 xDrive30i,2014,37444,FWD,48280,23675.0
BMW,X3 xDrive30i,2014,31671,FWD,48280,19920.0
BMW,X3 xDrive30i,2011,1668,FWD,48280,11621.0
BMW,330i,2022,56297,AWD,48839,44776.0
BMW,X5 M,2023,83892,FWD,48910,47710.0
BMW,X3 xDrive30i,2020,81257,FWD,48280,39310.0
BMW,X5 M,2012,12260,RWD,48910,17988.0
BMW,X3 xDrive30i,2023,28212,AWD,48280,40388.0
BMW,X3 xDrive30i,2013,33840,FWD,48280,15582.0
BMW,X3 xDrive30i,2013,30043,RWD,48280,17191.0
BMW,330i,2008,103792,FWD,48839,7161.0
BMW,X5 M,2023,17629,FWD,48910,44731.0
BMW,330i,2022,65041,RWD,48839,34839.0
BMW,X5 M,2011,41877,AWD,48910,13822.0
BMW,X5 M,2020,83004,AWD,48910,36705.0
BMW,X5 M,2009,32355,FWD,48910,9955.0
BMW,X5 M,2016,83699,FWD,48910,22559.0
BMW,X5 M,2010,75057,RWD,48910,10731.0
BMW,330i,2021,72230,FWD,48839,33730.0
BMW,X5 M,2023,65605,FWD,48910,37269.0
BMW,330i,2011,8974,AWD,48839,12609.0
BMW,330i,2006,52067,RWD,48839,2062.0
BMW,330i,2010,48818,AWD,48839,12701.0
BMW,X5 M,2015,43542,RWD,48910,21747.0
BMW,330i,2010,65126,FWD,48839,12520.0
BMW,330i,2009,95003,FWD,48839,9812.0
BMW,X3 xDrive30i,2022,52874,FWD,48280,43102.0
BMW,330i,2014,84933,FWD,48839,20227.0
BMW,330i,2015,64023,RWD,48839,24918.0
BMW,X5 M,2016,36226,AWD,48910,29500.0
BMW,X5 M,2022,69402,AWD,48910,35827.0
BMW,X3 xDrive30i,2017,70850,FWD,48280,26320.0
BMW,X5 M,2007,8109,RWD,48910,4624.0
BMW,X3 xDrive30i,2010,90536,AWD,48280,11453.0
BMW,X3 xDrive30i,2011,14614,RWD,48280,12973.0
BMW,X5 M,2022,63546,AWD,48910,34630.0
BMW,X5 M,2008,45949,AWD,48910,7060.0
BMW,330i,2013,61205,RWD,48839,19333.0
BMW,X3 xDrive30i,2009,53796,RWD,48280,7882.0
BMW,330i,2022,89950,AWD,48839,37213.0
BMW,330i,2006,142130,RWD,48839,2161.0
BMW,X3 xDrive30i,2007,33069,RWD,48280,4727.0
BMW,X3 xDrive30i,2015,46684,RWD,48280,22340.0
BMW,330i,2022,58817,RWD,48839,36323.0
BMW,X5 M,2007,76181,AWD,48910,4902.0
BMW,X3 xDrive30i,2021,84987,AWD,48280,37836.0
BMW,X5 M,2020,45641,FWD,48910,29937.0
BMW,X5 M,2013,43953,FWD,48910,20692.0
BMW,330i,2010,61775,FWD,48839,12660.0
BMW,X5 M,2013,27670,FWD,48910,21368.0
BMW,X5 M,2021,96602,FWD,48910,38289.0
BMW,X5 M,2006,16221,AWD,48910,2107.0
BMW,X3 xDrive30i,2006,95258,AWD,48280,2512.0
BMW,330i,2021,64800,RWD,48839,32962.0
BMW,X3 xDrive30i,2021,52993,FWD,48280,39903.0
BMW,X3 xDrive30i,2012,76236,RWD,48280,13790.0
BMW,X5 M,2009,69322,AWD,48910,8831.0
BMW,330i,2011,78842,FWD,48839,15865.0
BMW,X5 M,2007,67726,RWD,48910,4891.0
BMW,330i,2011,76187,RWD,48839,13963.0
BMW,X5 M,2016,52979,AWD,48910,26305.0
BMW,X5 M,2021,93831,AWD,48910,35489.0
BMW,X3 xDrive30i,2022,56649,RWD,48280,42041.0
BMW,X3 xDrive30i,2017,25067,RWD,48280,26511.0
BMW,X5 M,2009,59689,RWD,48910,10231.0
BMW,330i,2020,26636,RWD,48839,31182.0
BMW,X3 xDrive30i,2007,48126,FWD,48280,4108.0
BMW,X3 xDrive30i,2007,30178,RWD,48280,4274.0
BMW,X5 M,2020,75499,AWD,48910,35330.0
BMW,X3 xDrive30i,2010,54028,AWD,48280,9712.0
BMW,X5 M,2011,131110,FWD,48910,13176.0
BMW,X3 xDrive30i,2018,50608,RWD,48280,32098.0
BMW,330i,2020,80234,AWD,48839,32401.0
BMW,330i,2013,57956,FWD,48839,17122.0
BMW,X3 xDrive30i,2016,69286,FWD,48280,28621.0
BMW,X5 M,2016,74790,AWD,48910,24974.0
BMW,X3 xDrive30i,2012,28807,FWD,48280,16834.0
BMW,X5 M,2022,80330,FWD,48910,44121.0
BMW,X5 M,2013,103448,RWD,48910,17130.0
BMW,X5 M,2023,92564,FWD,48910,40104.0
BMW,330i,2020,80583,AWD,48839,31547.0
BMW,330i,2014,32679,FWD,48839,18657.0
BMW,X3 xDrive30i,2008,33161,AWD,48280,5967.0
BMW,330i,2008,77774,RWD,48839,7367.0
BMW,X5 M,2008,57982,AWD,48910,5983.0
BMW,X5 M,2013,94540,FWD,48910,19535.0
BMW,X5 M,2023,105068,FWD,48910,47620.0
BMW,330i,2016,64032,AWD,48839,24376.0
BMW,330i,2018,0,RWD,48839,29702.0
BMW,X5 M,2015,24212,RWD,48910,22073.0
BMW,X3 xDrive30i,2016,56403,AWD,48280,26793.0
BMW,330i,2014,40538,AWD,48839,19290.0
BMW,X3 xDrive30i,2010,65141,FWD,48280,9946.0
BMW,X5 M,2006,110095,FWD,48910,2637.0
BMW,X3 xDrive30i,2009,48161,RWD,48280,9864.0
BMW,330i,2012,104074,RWD,48839,13791.0
BMW,X5 M,2023,96251,RWD,48910,47703.0
BMW,X5 M,2015,104838,FWD,48910,24886.0
BMW,X3 xDrive30i,2021,62089,AWD,48280,34507.0
BMW,X3 xDrive30i,2020,70883,RWD,48280,38283.0
BMW,X5 M,2014,101200,FWD,48910,21805.0
BMW,X3 xDrive30i,2016,81848,AWD,48280,24090.0
BMW,X5 M,2006,57854,FWD,48910,2112.0
BMW,330i,2022,66289,RWD,48839,44381.0
BMW,330i,2021,65473,AWD,48839,41889.0
BMW,X5 M,2008,77699,RWD,48910,7803.0
BMW,330i,2019,50083,FWD,48839,27973.0
BMW,X3 xDrive30i,2023,72546,RWD,48280,35625.0
BMW,X3 xDrive30i,2005,79436,AWD,48280,1000.0
BMW,X5 M,2016,85240,FWD,48910,28516.0
BMW,330i,2016,68881,RWD,48839,24428.0
BMW,X5 M,2017,57665,RWD,48910,26256.0
BMW,330i,2018,26212,RWD,48839,27399.0
BMW,X5 M,2008,70909,AWD,48910,7384.0
BMW,X3 xDrive30i,2019,63338,FWD,48280,28031.0
BMW,X5 M,2008,54294,RWD,48910,6305.0
BMW,330i,2008,103187,RWD,48839,8023.0
BMW,X5 M,2014,53912,AWD,48910,21768.0
BMW,330i,2019,28385,RWD,48839,31662.0
BMW,X5 M,2019,71759,AWD,48910,36872.0
BMW,X5 M,2006,56640,RWD,48910,2619.0
BMW,X3 xDrive30i,2019,66300,FWD,48280,33561.0
BMW,X5 M,2021,88314,FWD,48910,38045.0
BMW,330i,2005,31477,RWD,48839,1000.0
BMW,330i,2012,20593,FWD,48839,17151.0
BMW,X5 M,2009,44823,AWD,48910,8823.0
BMW,330i,2014,39922,AWD,48839,24007.0
BMW,330i,2006,89514,FWD,48839,2265.0
BMW,X3 xDrive30i,2005,69647,RWD,48280,1000.0
BMW,X5 M,2022,27019,FWD,48910,40021.0
BMW,330i,2014,91866,AWD,48839,18383.0
BMW,X3 xDrive30i,2023,52062,RWD,48280,47757.0
BMW,X3 xDrive30i,2019,60032,AWD,48280,27304.0
BMW,330i,2015,28850,FWD,48839,24638.0
BMW,330i,2020,25208,RWD,48839,39275.0
BMW,X3 xDrive30i,2013,73733,FWD,48280,17804.0
BMW,X3 xDrive30i,2019,98128,RWD,48280,33875.0
BMW,330i,2013,7807,RWD,48839,15846.0
BMW,X5 M,2013,72432,RWD,48910,16012.0
BMW,330i,2021,11366,RWD,48839,31749.0
BMW,330i,2023,38185,AWD,48839,47623.0
BMW,X5 M,2014,59599,RWD,48910,20856.0
BMW,X3 xDrive30i,2020,41113,RWD,48280,35113.0
BMW,X3 xDrive30i,2009,13842,AWD,48280,9327.0
BMW,X5 M,2019,90842,RWD,48910,33731.0
BMW,X3 xDrive30i,2019,102511,AWD,48280,34436.0
BMW,X5 M,2016,59284,RWD,48910,28097.0
BMW,330i,2008,34027,AWD,48839,7296.0
BMW,X3 xDrive30i,2021,68824,FWD,48280,40277.0
BMW,X3 xDrive30i,2008,104983,AWD,48280,7401.0
BMW,X5 M,2012,40420,RWD,48910,16304.0
BMW,X5 M,2020,78225,FWD,48910,31149.0
BMW,330i,2006,23117,FWD,48839,2643.0
BMW,X5 M,2007,55590,RWD,48910,4998.0
BMW,330i,2020,59891,AWD,48839,34684.0
BMW,330i,2009,60501,RWD,48839,8206.0
BMW,X3 xDrive30i,2005,8170,RWD,48280,1000.0
BMW,330i,2015,59699,AWD,48839,22962.0
BMW,X5 M,2015,106799,FWD,48910,21515.0
BMW,X3 xDrive30i,2022,83693,RWD,48280,43393.0
BMW,X5 M,2009,38307,RWD,48910,10742.0
BMW,X3 xDrive30i,2021,85739,FWD,48280,32076.0
BMW,330i,2005,8722,RWD,48839,1000.0
BMW,330i,2012,69332,FWD,48839,15262.0
BMW,X5 M,2019,81991,FWD,48910,33060.0
BMW,X5 M,2015,72072,FWD,48910,23345.0
BMW,330i,2005,125817,FWD,48839,1000.0
BMW,X5 M,2010,60263,FWD,48910,10110.0
BMW,330i,2012,87063,AWD,48839,17453.0
BMW,X3 xDrive30i,2007,57119,RWD,48280,3964.0
BMW,330i,2023,43196,RWD,48839,36925.0
BMW,X5 M,2023,73528,AWD,48910,37788.0
BMW,X3 xDrive30i,2010,64389,AWD,48280,10426.0
BMW,330i,2017,19904,RWD,48839,31427.0
BMW,330i,2023,0,RWD,48839,38834.0
BMW,330i,2023,72709,FWD,48839,43841.0
BMW,X5 M,2013,91533,AWD,48910,21507.0
BMW,X3 xDrive30i,2018,69199,FWD,48280,30306.0
BMW,X3 xDrive30i,2019,63859,FWD,48280,35571.0
BMW,X5 M,2011,74631,FWD,48910,15714.0
BMW,330i,2006,44238,RWD,48839,2634.0
BMW,X3 xDrive30i,2010,52222,RWD,48280,11608.0
BMW,X3 xDrive30i,2021,49980,AWD,48280,31978.0
BMW,330i,2021,88245,FWD,48839,34775.0
BMW,330i,2009,21492,AWD,48839,9527.0
BMW,X5 M,2020,95825,RWD,48910,31921.0
BMW,X5 M,2010,74034,RWD,48910,12837.0
BMW,330i,2020,99470,RWD,48839,30417.0
BMW,X3 xDrive30i,2018,36796,AWD,48280,27994.0
BMW,X5 M,2013,33755,AWD,48910,21221.0
BMW,330i,2019,20214,AWD,48839,31210.0
BMW,X5 M,2020,49400,AWD,48910,33522.0
BMW,X3 xDrive30i,2023,39031,RWD,48280,43923.0
BMW,X5 M,2007,309,AWD,48910,4485.0
BMW,X5 M,2018,72887,AWD,48910,26447.0
BMW,330i,2007,50600,FWD,48839,4087.0
BMW,X5 M,2021,4966,RWD,48910,41808.0
BMW,X3 xDrive30i,2010,66150,FWD,48280,10030.0
BMW,X3 xDrive30i,2005,23077,RWD,48280,1000.0
BMW,X5 M,2005,49624,AWD,48910,1000.0
BMW,X5 M,2008,66748,RWD,48910,7983.0
BMW,X3 xDrive30i,2013,38462,FWD,48280,20862.0
BMW,X5 M,2011,82966,RWD,48910,12478.0
BMW,X5 M,2011,107191,RWD,48910,13046.0
BMW,X5 M,2012,102858,FWD,48910,16828.0
BMW,X5 M,2013,11409,RWD,48910,16629.0
BMW,X5 M,2016,44902,FWD,48910,22093.0
BMW,X3 xDrive30i,2008,73089,FWD,48280,7693.0
BMW,X5 M,2012,81164,FWD,48910,17938.0
BMW,330i,2008,75960,FWD,48839,7423.0
BMW,X3 xDrive30i,2008,41226,AWD,48280,6831.0
BMW,X5 M,2005,51042,RWD,48910,1000.0
BMW,X3 xDrive30i,2014,37564,RWD,48280,21285.0
BMW,330i,2023,48819,FWD,48839,35766.0
BMW,X3 xDrive30i,2016,74504,RWD,48280,23823.0
BMW,X5 M,2017,105811,FWD,48910,24847.0
BMW,X5 M,2022,45181,FWD,48910,36373.0
BMW,X3 xDrive30i,2010,78693,RWD,48280,11677.0
BMW,330i,2005,33714,AWD,48839,1000.0
BMW,330i,2011,14296,FWD,48839,12266.0
BMW,X3 xDrive30i,2015,94529,AWD,48280,20403.0
BMW,X3 xDrive30i,2018,65851,AWD,48280,30477.0
BMW,330i,2013,107008,RWD,48839,19740.0
BMW,X5 M,2023,44005,RWD,48910,42228.0
BMW,X3 xDrive30i,2006,58005,FWD,48280,2040.0
BMW,X3 xDrive30i,2012,63819,AWD,48280,14444.0
BMW,X3 xDrive30i,2013,68603,RWD,48280,17873.0
BMW,X3 xDrive30i,2014,21482,AWD,48280,21958.0
BMW,330i,2012,35403,AWD,48839,15123.0
BMW,330i,2012,64349,AWD,48839,17243.0
BMW,330i,2023,3039,RWD,48839,36174.0
BMW,X3 xDrive30i,2017,37527,AWD,48280,31467.0
BMW,330i,2009,79931,AWD,48839,9660.0
BMW,X3 xDrive30i,2005,91066,AWD,48280,1000.0
BMW,X3 xDrive30i,2010,33144,RWD,48280,13124.0
BMW,X5 M,2007,96142,RWD,48910,4474.0
BMW,X5 M,2021,86687,RWD,48910,31640.0
BMW,330i,2016,82752,RWD,48839,26370.0
BMW,330i,2018,76273,FWD,48839,34243.0
BMW,330i,2014,299,FWD,48839,23536.0
BMW,X3 xDrive30i,2019,56762,RWD,48280,36302.0
BMW,X3 xDrive30i,2020,18414,AWD,48280,30579.0
BMW,330i,2016,18969,AWD,48839,25051.0
BMW,330i,2006,98998,AWD,48839,2093.0
BMW,X3 xDrive30i,2006,46278,RWD,48280,2336.0
BMW,330i,2013,92945,RWD,48839,17430.0
BMW,X3 xDrive30i,2019,62695,FWD,48280,30015.0
BMW,X3 xDrive30i,2016,93344,RWD,48280,21384.0
BMW,X3 xDrive30i,2016,17535,RWD,48280,25209.0
BMW,X5 M,2021,88717,FWD,48910,39347.0
BMW,X5 M,2013,48024,AWD,48910,17691.0
BMW,X3 xDrive30i,2021,47937,FWD,48280,41188.0
BMW,X3 xDrive30i,2020,87907,FWD,48280,37855.0
BMW,330i,2022,43852,RWD,48839,33361.0
BMW,330i,2011,20503,FWD,48839,12247.0
BMW,330i,2015,32225,AWD,48839,20145.0
BMW,X3 xDrive30i,2008,35726,FWD,48280,6805.0
BMW,330i,2009,63286,RWD,48839,8349.0
BMW,330i,2010,70614,FWD,48839,12269.0
BMW,X3 xDrive30i,2017,21400,RWD,48280,30379.0
BMW,X5 M,2006,44872,RWD,48910,2349.0
BMW,330i,2011,36543,FWD,48839,15438.0
BMW,330i,2023,26042,AWD,48839,41512.0
BMW,X5 M,2020,99419,FWD,48910,33605.0
BMW,330i,2023,79360,FWD,48839,46333.0
BMW,330i,2017,93024,AWD,48839,26604.0
BMW,330i,2023,84120,FWD,48839,44107.0
BMW,330i,2012,0,FWD,48839,15097.0
BMW,330i,2021,35830,FWD,48839,33029.0
BMW,X3 xDrive30i,2008,144637,AWD,48280,6978.0
BMW,X5 M,2011,57266,RWD,48910,15035.0
BMW,X5 M,2018,34240,FWD,48910,27839.0
BMW,X3 xDrive30i,2023,0,AWD,48280,47705.0
BMW,330i,2007,33968,AWD,48839,4417.0
BMW,330i,2021,46686,RWD,48839,41975.0
BMW,X5 M,2007,59837,AWD,48910,5069.0
BMW,X5 M,2013,65177,RWD,48910,15788.0
BMW,330i,2011,59884,RWD,48839,15253.0
BMW,X5 M,2015,32631,AWD,48910,25154.0
BMW,X3 xDrive30i,2019,105407,FWD,48280,28634.0
BMW,X5 M,2020,92689,AWD,48910,34342.0
BMW,X5 M,2013,74092,FWD,48910,19735.0
BMW,X3 xDrive30i,2006,81625,RWD,48280,2102.0
BMW,330i,2022,53903,AWD,48839,45196.0
BMW,X5 M,2023,92911,FWD,48910,36606.0
BMW,X5 M,2013,67976,RWD,48910,19414.0
BMW,X5 M,2017,49423,RWD,48910,31693.0
BMW,330i,2012,94526,FWD,48839,14461.0
BMW,X5 M,2014,82007,FWD,48910,21974.0
BMW,X3 xDrive30i,2012,65430,RWD,48280,18414.0
BMW,330i,2007,41720,FWD,48839,5251.0
BMW,330i,2017,30207,FWD,48839,24929.0
BMW,X3 xDrive30i,2019,41636,RWD,48280,33446.0
BMW,330i,2007,78955,RWD,48839,4497.0
BMW,X3 xDrive30i,2010,85433,AWD,48280,12673.0
BMW,330i,2018,29250,AWD,48839,34516.0
BMW,X3 xDrive30i,2016,61763,FWD,48280,23262.0
BMW,330i,2007,74347,AWD,48839,4153.0
BMW,330i,2013,40106,FWD,48839,18939.0
BMW,X5 M,2015,73792,AWD,48910,24336.0
BMW,X3 xDrive30i,2016,74190,RWD,48280,23013.0
BMW,330i,2010,121747,FWD,48839,11298.0
BMW,330i,2009,66811,RWD,48839,10479.0
BMW,330i,2022,13266,AWD,48839,42319.0
BMW,X5 M,2007,34137,RWD,48910,5310.0
BMW,X3 xDrive30i,2018,85405,RWD,48280,28049.0
BMW,X3 xDrive30i,2008,81996,FWD,48280,6718.0
BMW,X3 xDrive30i,2023,89237,FWD,48280,35990.0
BMW,X3 xDrive30i,2016,63065,FWD,48280,24771.0
BMW,X5 M,2017,30581,FWD,48910,26289.0
BMW,X5 M,2010,43891,FWD,48910,11234.0
BMW,330i,2016,49440,FWD,48839,24107.0
BMW,X5 M,2017,4951,AWD,48910,27374.0
BMW,X5 M,2017,77689,AWD,48910,25965.0
BMW,330i,2014,58608,RWD,48839,21252.0
BMW,330i,2012,33618,AWD,48839,15698.0
BMW,330i,2020,16785,RWD,48839,33433.0
BMW,X3 xDrive30i,2011,60839,AWD,48280,14752.0
BMW,X5 M,2015,2203,RWD,48910,23329.0
BMW,X3 xDrive30i,2011,47182,RWD,48280,14347.0
BMW,X3 xDrive30i,2018,92615,AWD,48280,27894.0
BMW,330i,2017,65027,AWD,48839,29305.0
BMW,X3 xDrive30i,2020,74988,RWD,48280,31004.0
BMW,X3 xDrive30i,2008,77907,AWD,48280,5795.0
BMW,X5 M,2010,85251,FWD,48910,10232.0
BMW,X5 M,2007,40302,AWD,48910,4739.0
BMW,330i,2008,62251,RWD,48839,7998.0
BMW,330i,2009,62645,AWD,48839,10447.0
BMW,X5 M,2014,60819,FWD,48910,20570.0
BMW,330i,2009,30150,AWD,48839,9642.0
BMW,X5 M,2019,75466,FWD,48910,37279.0
BMW,X3 xDrive30i,2017,95605,RWD,48280,29355.0
BMW,X5 M,2012,95604,AWD,48910,18152.0
BMW,330i,2012,62199,AWD,48839,15706.0
BMW,X3 xDrive30i,2012,35004,FWD,48280,16678.0
BMW,330i,2008,118023,RWD,48839,7570.0
BMW,330i,2006,73672,FWD,48839,2457.0
BMW,330i,2018,48830,FWD,48839,32742.0
BMW,X3 xDrive30i,2022,32686,RWD,48280,35694.0
BMW,330i,2013,36510,RWD,48839,20159.0
BMW,X3 xDrive30i,2013,51823,RWD,48280,20531.0
BMW,X5 M,2010,5624,FWD,48910,10258.0
BMW,X5 M,2016,42843,RWD,48910,28210.0
BMW,X5 M,2006,99588,RWD,48910,2059.0
BMW,X3 xDrive30i,2019,0,RWD,48280,32365.0
BMW,X5 M,2018,21965,AWD,48910,34734.0
BMW,X3 xDrive30i,2017,89957,FWD,48280,29775.0
BMW,X5 M,2017,81041,FWD,48910,26574.0
BMW,X5 M,2019,79807,RWD,48910,36349.0
BMW,X3 xDrive30i,2010,37900,AWD,48280,10077.0
BMW,X5 M,2014,50437,AWD,48910,18288.0
BMW,X5 M,2013,41663,AWD,48910,19572.0
BMW,X3 xDrive30i,2011,78065,RWD,48280,13823.0
BMW,330i,2019,65294,RWD,48839,29097.0
BMW,X3 xDrive30i,2021,41300,RWD,48280,39299.0
BMW,X5 M,2007,86548,RWD,48910,4312.0
BMW,X5 M,2007,13845,RWD,48910,4832.0
BMW,330i,2014,87649,AWD,48839,19667.0
BMW,X3 xDrive30i,2023,73788,AWD,48280,44595.0
BMW,330i,2006,120682,FWD,48839,2253.0
BMW,X5 M,2022,65081,FWD,48910,41338.0
BMW,330i,2009,35038,AWD,48839,8297.0
BMW,X3 xDrive30i,2019,42776,RWD,48280,33864.0
BMW,X5 M,2012,47795,FWD,48910,14865.0
BMW,330i,2018,37379,FWD,48839,26609.0
BMW,X5 M,2022,33669,FWD,48910,34283.0
BMW,X3 xDrive30i,2007,38963,AWD,48280,4227.0
BMW,X5 M,2006,53309,FWD,48910,2363.0
BMW,X5 M,2020,18756,FWD,48910,34538.0
BMW,X5 M,2023,12618,RWD,48910,41276.0
BMW,X5 M,2021,64978,RWD,48910,32440.0
BMW,330i,2020,115098,FWD,48839,33413.0
BMW,X3 xDrive30i,2023,51472,FWD,48280,44846.0
BMW,330i,2019,20717,FWD,48839,31204.0
BMW,330i,2016,53847,AWD,48839,29003.0
BMW,X5 M,2014,146346,AWD,48910,21043.0
BMW,330i,2021,31296,FWD,48839,39440.0
BMW,330i,2022,60686,AWD,48839,45201.0
BMW,X3 xDrive30i,2005,56062,FWD,48280,1000.0
BMW,330i,2005,15236,RWD,48839,1000.0
